ts,device,temp,hum,gas,ai,heartrate
2026-01-10 20:09,Smart Home Health Ecosystem,0.0,0.0,560.0,good,0.0
2026-01-10 20:09,Smart Home Health Ecosystem,0.0,0.0,640.0,good,0.0
2026-01-10 20:09,Smart Home Health Ecosystem,0.0,0.0,546.0,good,0.0
2026-01-10 20:09,Smart Home Health Ecosystem,0.0,0.0,633.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,641.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,539.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,534.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,638.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,641.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,544.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,613.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,625.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,589.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,560.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,556.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,587.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,605.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,560.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,612.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,585.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,471.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,554.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,556.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,611.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,465.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,526.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,640.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,652.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,532.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,534.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,640.0,good,0.0
2026-01-10 20:10,Smart Home Health Ecosystem,0.0,0.0,545.0,good,0.0
2026-01-10 20:11,Smart Home Health Ecosystem,0.0,0.0,591.0,good,0.0
2026-01-10 20:11,Smart Home Health Ecosystem,0.0,0.0,528.0,good,0.0
2026-01-10 20:11,Smart Home Health Ecosystem,0.0,0.0,528.0,good,0.0
